dynasty,title,author,original_phrase,original_phrase_en,sound_source_raw,sound_source_en,context_window,sound_category,perception_reality,is_negated,lng/X,lat/Y,certainty
Southern Song,三姝媚,吴文英,歌沈,singing sinks,歌,singing,舞歇歌沈,Human,memory,TRUE,120.161693,30.280059,T
Southern Song,八声甘州,吴文英,时靸双鸳响,at times the sound of double slippers shuffling,双鸳,double slippers,时靸双鸳响，廊叶秋声。,Human,real,FALSE,120.589613,31.304566,T
Southern Song,八声甘州,吴文英,廊叶秋声,autumn sound of leaves in the corridor,叶,leaves,时靸双鸳响，廊叶秋声。,Nature,real,FALSE,120.589613,31.304566,T
Southern Song,八声甘州,吴文英,问苍波无语,"asking the blue waves, but they are silent",苍波,blue waves,问苍波无语，华发奈山青。,Nature,real,TRUE,120.589613,31.304566,T
Southern Song,八声甘州,吴文英,连呼酒,repeatedly call for wine,人,person,连呼酒，上琴台去，秋与云平。,Human,real,FALSE,120.589613,31.304566,T
Southern Song,夜合花,吴文英,壶箭催忙,the water clock urges haste,壶箭,water clock,翦蜡花、壶箭催忙,Environment,memory,FALSE,120.63,31.31,F
Southern Song,夜合花,吴文英,唤酒银罂,call for wine in silver jars,唤酒,calling for wine,重来万感，依前唤酒银罂,Human,real,FALSE,120.63,31.31,F
Southern Song,夜合花,吴文英,溪雨急,stream rain is urgent,溪雨,stream rain,溪雨急，岸花狂,Nature,real,FALSE,120.63,31.31,F
Southern Song,蹋莎行・踏莎行,吴文英,雨声中,in the sound of rain,雨,rain,隔江人在雨声中,Nature,real,FALSE,120.59,31.3,T
Southern Song,夜游宫,吴文英,听啼乌,hear the crying crows,啼乌,crying crows,听啼乌，立河桥，话未了。,Animal,real,FALSE,120.16,30.29,F
Southern Song,夜游宫,吴文英,雨外蛩声早,"outside the rain, the cricket's sound is early",蛩声,cricket's sound,雨外蛩声早。,Animal,real,FALSE,120.16,30.29,F
Southern Song,唐多令,吴文英,飕飕,soughing,芭蕉,banana leaves,纵芭蕉、不雨也飕飕,Nature,real,FALSE,120.13,30.27,T
Southern Song,金缕歌・贺新郎,吴文英,重唱梅边吸度曲,sing again the song by the plum trees,人声,human voice,重唱梅边吸度曲，催发寒梢冻蕊。,Human,real,FALSE,120.631275,31.301311,T
Southern Song,大有,潘希白,听风雨,hear wind and rain,风雨,wind and rain,帘栊昨夜听风雨,Nature,memory,FALSE,,,
Southern Song,大有,潘希白,砧杆动微寒,the washing block moves with slight cold,砧杆,washing block and mallet,砧杆动微寒,Environment,real,FALSE,,,
Southern Song,兰陵王,刘辰翁,共夜雨,together with night rain,夜雨,night rain,顾孺子，共夜雨,Nature,real,FALSE,115.00027,27.119751,T
Southern Song,宝鼎现,刘辰翁,箫声断,flute sound breaks off,箫,flute,箫声断、约彩鸾归去,Instrument,real,FALSE,115.00027,27.119751,T
Southern Song,宝鼎现,刘辰翁,喧阗且止,noise and clamor then cease,喧阗,noise and clamor,甚辇路、喧阗且止,Environment,real,FALSE,115.00027,27.119751,T
Southern Song,宝鼎现,刘辰翁,听得念奴歌起,hear Niannu's song rise,念奴歌,Niannu's song,听得念奴歌起,Human,real,FALSE,115.00027,27.119751,T
Southern Song,宝鼎现,刘辰翁,三千乐指,three thousand musical fingers,乐指,musical fingers (musicians),空见说、三千乐指,Instrument,memory,FALSE,115.00027,27.119751,T
Southern Song,永遇乐,刘辰翁,社鼓,village drum,社鼓,village drum,空相对，残无寐，满村社鼓。,Environment,real,FALSE,115.00027,27.119751,T
Southern Song,摸鱼儿,刘辰翁,歌声滑,smooth singing voice,歌声,singing voice,深杯欲共歌声滑,Human,memory,FALSE,115.00027,27.119751,T
Southern Song,摸鱼儿,刘辰翁,顾曲,appreciating music,曲,music,清狂顾曲,Instrument,memory,FALSE,115.00027,27.119751,T
Southern Song,玉京秋,周密,晚蜩凄切,evening cicadas chirp mournfully,晚蜩,evening cicadas,高林弄残照，晚蜩凄切。,Animal,real,FALSE,120.16,30.29,T
Southern Song,玉京秋,周密,碧砧度韵,green anvil produces rhythmic sound,碧砧,green anvil (for washing clothes),碧砧度韵，银床飘叶。,Human,real,FALSE,120.16,30.29,T
Southern Song,玉京秋,周密,砌蛩能说,crickets by the steps can tell,砌蛩,crickets by the steps,一襟幽事，砌蛩能说。,Animal,real,FALSE,120.16,30.29,T
Southern Song,玉京秋,周密,怨歌长,plaintive song lingers,怨歌,plaintive song,怨歌长、琼壶暗缺。,Human,real,FALSE,120.16,30.29,T
Southern Song,玉京秋,周密,楚箫咽,Chu flute sobs,楚箫,Chu flute,楚箫咽。谁倚西楼淡月。,Instrument,real,FALSE,120.16,30.29,T
Southern Song,曲游春,周密,沸十里、乱弦丛笛,"boiling for ten li, chaotic strings and clustered flutes",弦笛,strings and flutes,沸十里、乱弦丛笛,Instrument,real,FALSE,120.13,30.26,T
Southern Song,曲游春,周密,歌管酬寒食,singing and pipes repay the Cold Food Festival,歌管,singing and pipes,歌管酬寒食,Instrument,real,FALSE,120.13,30.26,T
Southern Song,高阳台,周密,叠鼓清笳,layered drums and clear reed pipes,"鼓, 笳","drums, reed pipes",纵英游，叠鼓清笳，骏马名姬。,Instrument,memory,FALSE,120.16,30.29,F
Southern Song,解佩环・疏影,彭元逊,落木萧萧,falling trees rustling,落木,falling leaves/trees,尽孤城、落木萧萧，日夜江声流去。,Nature,real,FALSE,114.99,27.12,T
Southern Song,解佩环・疏影,彭元逊,闻笛,hear flute,笛,flute,日晏山深闻笛，恐他年流落，与子同赋。,Instrument,real,FALSE,114.99,27.12,T
Southern Song,六丑,彭元逊,城乌夜起,city crows rise at night,乌,crow,日下长秋，城乌夜起,Animal,real,FALSE,,,
Northern Song,石州引・石州慢,贺铸,清歌,clear song,歌,song,红泪清歌，顿成清别。,Human,memory,FALSE,114.5,37.44,T
Northern Song,石州引・石州慢,贺铸,音尘多绝,sounds and dust are mostly cut off,音尘,sounds and dust (news),已是经年，杳杳音尘多绝。,Human,real,TRUE,114.5,37.44,T
Northern Song,望湘人,贺铸,莺声到枕,oriole's sound reaches the pillow,莺,oriole,厌莺声到枕,Animal,real,FALSE,112.944,28.228,T
Northern Song,望湘人,贺铸,鸾弦易断,phoenix strings easily break,鸾弦,phoenix strings (musical instrument),须信鸾弦易断,Instrument,imagination,FALSE,112.944,28.228,T
Northern Song,望湘人,贺铸,云和再鼓,cloud-harmony zither played again,云和,cloud-harmony zither (instrument),奈云和再鼓,Instrument,memory,FALSE,112.944,28.228,T
Northern Song,望湘人,贺铸,曲终人远,"song ends, person far away",曲,song/music,曲终人远,Instrument,memory,FALSE,112.944,28.228,T
Northern Song,蝶恋花,贺铸,微吟,softly chant,人,person,竟日微吟长短句,Human,real,FALSE,116.409154,33.189245,T
Northern Song,蝶恋花,贺铸,胡琴语,huqin music,胡琴,huqin (string instrument),心寄胡琴语,Instrument,real,FALSE,116.409154,33.189245,T
Northern Song,蝶恋花,贺铸,雨声,sound of rain,雨,rain,数点雨声风约住,Nature,real,FALSE,116.409154,33.189245,T
Northern Song,夏云峰,仲殊,莺声犹嫩,the oriole's song is still tender,莺,oriole,朱门掩、莺声犹嫩,Animal,real,FALSE,120.59,31.3,F
Northern Song,夏云峰,仲殊,时传音信,sometimes send news,音信,news/message,争知道、梦里蓬莱，待忘了馀香，时传音信,Human,imagination,FALSE,120.59,31.3,F
Northern and Southern Song Transition,贺新郎,潘汾,画堂人静,"painted hall, people quiet",人,people,画堂人静,Human,real,TRUE,,,
Northern and Southern Song Transition,贺新郎,潘汾,嘶骑不来,neighing horse does not come,骑,horse,嘶骑不来银烛暗,Animal,real,TRUE,,,
Northern Song,忆王孙,李重元,杜宇声声,cuckoo's repeated calls,杜宇,cuckoo,杜宇声声不忍闻,Animal,real,FALSE,,,
Northern Song,忆王孙,李重元,雨打梨花,rain beating on pear blossoms,雨,rain,雨打梨花深闭门,Nature,real,FALSE,,,
Northern Song,贺新郎,李玉,嘶骑不来,the neighing horse does not come,骑,horse,嘶骑不来银烛暗,Animal,real,TRUE,,,
Northern and Southern Song Transition,临江仙,陈与义,高咏,loudly reciting,人,person,高咏楚词酬午日,Human,real,FALSE,117.1749945,29.7293035,T
Northern and Southern Song Transition,临江仙,陈与义,歌罢,after singing,人,person,歌罢满帘风,Human,real,FALSE,117.1749945,29.7293035,T
Northern and Southern Song Transition,临江仙,陈与义,去无声,flows without sound,长沟流月,moonlit water in the long ditch,长沟流月去无声,Nature,memory,TRUE,117.1749945,29.7293035,T
Northern and Southern Song Transition,临江仙,陈与义,吹笛,playing the flute,笛,flute,杏花疏影里，吹笛到天明,Instrument,memory,FALSE,117.1749945,29.7293035,T
Northern and Southern Song Transition,临江仙,陈与义,渔唱,fisherman's song,渔,fisherman,古今多少事，渔唱起三更,Human,real,FALSE,117.1749945,29.7293035,T
Northern and Southern Song Transition,兰陵王,张元干,音断弦索,sound of strings broken,弦索,string instruments,甚粉淡衣襟，音断弦索,Instrument,memory,TRUE,,,
Northern and Southern Song Transition,薄幸,吕渭老,鸦啼莺弄,crows caw and orioles sing,鸦啼莺弄,crows and orioles,乍听得、鸦啼莺弄，惹起新愁无限。,Animal,real,FALSE,120.75,30.77,F
Northern and Southern Song Transition,薄幸,吕渭老,无言,without words,无言,silence,尽无言、闲品秦筝，泪满参差雁。,Human,real,TRUE,120.75,30.77,F
Northern and Southern Song Transition,薄幸,吕渭老,闲品秦筝,idly play the Qin zither,秦筝,Qin zither,尽无言、闲品秦筝，泪满参差雁。,Instrument,real,FALSE,120.75,30.77,F
Northern and Southern Song Transition,满江红,岳飞,潇潇雨歇,the pattering rain ceases,雨,rain,怒发冲冠，凭阑处、潇潇雨歇。,Nature,real,FALSE,115.159912,30.154878,T
Northern and Southern Song Transition,满江红,岳飞,仰天长啸,looking up to the sky and roaring,啸,roar,抬望眼、仰天长啸，壮怀激烈。,Human,real,FALSE,115.159912,30.154878,T
Southern Song,水龙吟,陈亮,子规声断,the cuckoo's call breaks off,子规,cuckoo,正销魂，又是疏烟淡月，子规声断。,Animal,real,FALSE,120.03,28.9,T
Southern Song,宴山亭・燕山亭,张,声摇,sound shakes,蕙畹,orchid garden,蕙畹声摇,Nature,real,FALSE,116.4074,39.9042,T
Southern Song,鹧鸪天,姜夔,山鸟啼,mountain birds cry,山鸟,mountain birds,暗里忽惊山鸟啼,Animal,dream,FALSE,120.1281295,30.589537,T
Southern Song,霓裳中序第一,姜夔,乱蛩吟壁,chaotic crickets chirping on the wall,蛩,cricket,乱蛩吟壁,Animal,real,FALSE,112.726471,27.257664,T
Southern Song,齐天乐,姜夔,吟愁赋,chanting the sorrowful rhapsody,庾郎,Yu Xin,庾郎先自吟愁赋,Human,real,FALSE,120.161693,30.280059,T
Southern Song,齐天乐,姜夔,私语,whispering,蟋蟀,cricket,凄凄更闻私语,Animal,real,FALSE,120.161693,30.280059,T
Southern Song,齐天乐,姜夔,哀音似诉,sorrowful sound like complaining,蟋蟀,cricket,哀音似诉,Animal,real,FALSE,120.161693,30.280059,T
Southern Song,齐天乐,姜夔,吹暗雨,blowing dark rain,雨,rain,西窗又吹暗雨,Nature,real,FALSE,120.161693,30.280059,T
Southern Song,齐天乐,姜夔,砧杵,washing block and club,砧杵,washing block and club,相和砧杵,Environment,real,FALSE,120.161693,30.280059,T
Southern Song,齐天乐,姜夔,呼灯,calling for a lantern,世间儿女,children in the world,笑篱落呼灯,Human,real,FALSE,120.161693,30.280059,T
Southern Song,齐天乐,姜夔,写入琴丝,written into the strings of the qin,琴丝,qin strings,写入琴丝,Instrument,real,FALSE,120.161693,30.280059,T
Southern Song,齐天乐,姜夔,一声声更苦,each sound more bitter,琴丝,qin strings,一声声更苦,Instrument,real,FALSE,120.161693,30.280059,T
Southern Song,一萼红,姜夔,笑语,laughter and talk,人,people,渐笑语、惊起卧沙禽,Human,real,FALSE,112.945333,28.233971,T
Southern Song,一萼红,姜夔,惊起卧沙禽,startled the waterfowl resting on the sand,沙禽,waterfowl on the sand,渐笑语、惊起卧沙禽,Animal,real,FALSE,112.945333,28.233971,T
Southern Song,一萼红,姜夔,呼唤登临,calling to ascend,人,people,野老林泉，故王台榭，呼唤登临,Human,real,FALSE,112.945333,28.233971,T
Southern Song,一萼红,姜夔,空叹,vainly sigh,人,person,朱户黏鸡，金盘簇燕，空叹时序侵寻,Human,real,FALSE,112.945333,28.233971,T
Southern Song,琵琶仙・自度曲,姜夔,几声啼,several sounds of crying,啼,crying (bird),春渐远、汀洲自绿，更添了、几声啼。,Animal,real,FALSE,120.094566,30.899015,T
Southern Song,八归,姜夔,蛩切,cricket chirps sharply,蛩,cricket,藓阶蛩切,Animal,real,FALSE,112.945333,28.233971,T
Southern Song,八归,姜夔,琵琶谁拨,who plays the pipa,琵琶,pipa (lute),问水面、琵琶谁拨,Instrument,imagination,FALSE,112.945333,28.233971,T
Southern Song,八归,姜夔,啼,cry of birds,啼,birds crying,总付与啼,Animal,real,FALSE,112.945333,28.233971,T
Southern Song,扬州慢,姜夔,清角吹寒,clear horn blowing cold,角,horn,渐黄昏，清角吹寒，都在空城。,Instrument,real,FALSE,119.4129,32.3938,T
Southern Song,暗香,姜夔,吹笛,playing the flute,笛,flute,梅边吹笛,Instrument,memory,FALSE,120.589613,31.304566,T
Southern Song,暗香,姜夔,泣,weeping,翠尊,green wine cup,翠尊易泣,Human,imagination,FALSE,120.589613,31.304566,T
Southern Song,疏影,姜夔,玉龙哀曲,jade dragon's mournful tune,玉龙,jade dragon (flute),又却怨、玉龙哀曲,Instrument,imagination,FALSE,120.589613,31.304566,T
Southern Song,翠楼吟,姜夔,听毡幕、元戎歌吹,hear the singing and playing of the commander in the felt tent,元戎歌吹,commander's singing and playing,听毡幕、元戎歌吹,Human,real,FALSE,120.161693,30.280059,T
Southern Song,翠楼吟,姜夔,新翻胡部曲,newly arranged Hu music,胡部曲,Hu music,新翻胡部曲,Instrument,real,FALSE,120.161693,30.280059,T
Northern Song,木兰花・玉楼春,钱惟演,莺语乱,orioles' songs in disorder,莺,orioles,城上风光莺语乱,Animal,real,FALSE,113.38,31.69,T
Northern Song,木兰花・玉楼春,钱惟演,春拍岸,spring waves pat the shore,春波,spring waves,城下烟波春拍岸,Nature,real,FALSE,113.38,31.69,T
Northern Song,御街行,范仲淹,寒声碎,cold sounds shatter,堕叶,falling leaves,纷纷堕叶飘香砌。夜寂静、寒声碎。,Nature,real,FALSE,,,
Northern Song,曲玉管,柳永,永日无言,all day long without words,人,person,一场消黯，永日无言，却下层楼,Human,real,TRUE,107.4,34.52,T
Northern Song,雨霖铃,柳永,寒蝉凄切,cold cicadas mournfully chirp,寒蝉,cold cicadas,寒蝉凄切。对长亭晚，骤雨初歇。,Animal,real,FALSE,114.313904,34.802941,T
Northern Song,雨霖铃,柳永,骤雨初歇,sudden rain just stopped,骤雨,sudden rain,寒蝉凄切。对长亭晚，骤雨初歇。,Nature,real,FALSE,114.313904,34.802941,T
Northern Song,雨霖铃,柳永,竟无语凝噎,"actually speechless, choked with sobs",语,speech,执手相看泪眼，竟无语凝噎。,Human,real,TRUE,114.313904,34.802941,T
Northern Song,采莲令,柳永,轧轧开朱户,creaking sound of opening the red door,朱户,red door,翠娥执手送临歧，轧轧开朱户。,Environment,real,FALSE,114.313904,34.802941,T
Northern Song,凤栖梧・蝶恋花,柳永,对酒当歌,"facing wine, should sing",歌,singing,拟把疏狂图一醉。对酒当歌，强乐还无味。,Human,imagination,FALSE,114.31,34.79,T
Northern Song,浪淘沙,柳永,又闻空阶，夜雨频滴,"again hear on empty steps, night rain frequently drips",夜雨,night rain,那堪酒醒，又闻空阶，夜雨频滴,Nature,real,FALSE,,,
Northern Song,浪淘沙,柳永,饮散歌阑,"drinking ends, songs cease",歌,song,洞房深处，几度饮散歌阑,Human,memory,FALSE,,,
Northern Song,浪淘沙,柳永,轻轻细说与,gently and softly tell,说,speak,愿低帏昵枕，轻轻细说与,Human,imagination,FALSE,,,
Northern Song,定风波,柳永,音书无个,no news or letters,音书,news/letters (implied sound of communication),恨薄情一去，音书无个,Human,real,TRUE,108.960637,34.271171,T
Northern Song,少年游,柳永,乱蝉栖,chaotic cicadas perch,蝉,cicadas,高柳乱蝉栖,Animal,real,FALSE,114.5539995,32.3137475,T
Northern Song,戚氏,柳永,正蝉吟败叶,cicadas chirping among withered leaves,蝉,cicadas,正蝉吟败叶，蛩响衰草，相应喧喧,Animal,real,FALSE,108.960637,34.271171,T
Northern Song,戚氏,柳永,蛩响衰草,crickets chirping among withered grass,蛩,crickets,正蝉吟败叶，蛩响衰草，相应喧喧,Animal,real,FALSE,108.960637,34.271171,T
Northern Song,戚氏,柳永,相应喧喧,responding noisily,蝉与蛩,cicadas and crickets,正蝉吟败叶，蛩响衰草，相应喧喧,Animal,real,FALSE,108.960637,34.271171,T
Northern Song,戚氏,柳永,遇当歌,encounter when singing,歌,singing,况有狂朋怪侣，遇当歌、对酒竞留连,Human,memory,FALSE,108.960637,34.271171,T
Northern Song,戚氏,柳永,渐呜咽、画角数声残,"gradually sobbing, the painted horn's few sounds fade",画角,painted horn,漏箭移、稍觉轻寒。渐呜咽、画角数声残,Instrument,real,FALSE,108.960637,34.271171,T
Northern Song,夜半乐,柳永,更闻商旅相呼,further hear merchants calling each other,商旅,merchants and travelers,怒涛渐息，樵风乍起，更闻商旅相呼。,Human,real,FALSE,120.161693,30.280059,T
Northern Song,夜半乐,柳永,渔人鸣榔归去,fishermen strike the wooden clapper returning,渔人鸣榔,fishermen striking wooden clappers,残日下，渔人鸣榔归去。,Human,real,FALSE,120.161693,30.280059,T
Northern Song,夜半乐,柳永,含羞笑相语,shyly smile and talk to each other,浣沙游女,silk-washing maidens,岸边两两三三，浣沙游女。避行客、含羞笑相语。,Human,real,FALSE,120.161693,30.280059,T
Northern Song,夜半乐,柳永,断鸿声远,the sound of a lone swan goose fades into the distance,断鸿,lone swan goose,凝泪眼、杳杳神京路。断鸿声远长天暮。,Animal,real,FALSE,120.161693,30.280059,T
Northern Song,玉蝴蝶,柳永,断鸿声,sound of a lone swan goose,断鸿,lone swan goose,断鸿声里，立尽斜阳,Animal,real,FALSE,115.0676465,33.84941,T
Northern Song,竹马子・竹马儿,柳永,残蝉噪晚,lingering cicadas chirp in the evening,残蝉,lingering cicadas,渐觉一叶惊秋，残蝉噪晚，素商时序。,Animal,real,FALSE,118.78,32.05,T
Northern Song,迷神引,柳永,孤城暮角,lonely city evening horn,角,horn,孤城暮角，引胡茄怨。,Instrument,real,FALSE,112.989982,28.118301,T
Northern Song,迷神引,柳永,引胡茄怨,draws out the plaintive Tartar reed pipe,胡茄,Tartar reed pipe,孤城暮角，引胡茄怨。,Instrument,real,FALSE,112.989982,28.118301,T
Northern Song,迷神引,柳永,平沙雁、旋惊散,"on the flat sand, wild geese suddenly scatter in alarm",雁,wild geese,水茫茫，平沙雁、旋惊散。,Animal,real,FALSE,112.989982,28.118301,T
Northern Song,一丛花令・一丛花,张先,嘶骑渐遥,neighing horse gradually distant,骑,horse,嘶骑渐遥，征尘不断，何处认郎踪。,Animal,real,FALSE,120.1,30.86,T
Northern Song,天仙子,张先,水调数声,several notes of Water Melody,水调,Water Melody (a tune),水调数声持酒听,Instrument,real,FALSE,113.659605,30.235006,T
Northern Song,天仙子,张先,听,listen,水调,Water Melody,水调数声持酒听,Instrument,real,FALSE,113.659605,30.235006,T
Northern Song,千秋岁,张先,数声鶗鴂,several cries of the cuckoo,鶗鴂,cuckoo,数声鶗鴂。又报芳菲歇。,Animal,real,FALSE,,,
Northern Song,千秋岁,张先,莫把幺弦拨,do not pluck the thin string,幺弦,thin string (of a musical instrument),莫把幺弦拨。怨极弦能说。,Instrument,real,FALSE,,,
Northern Song,青门引・青门饮,张先,风雨晚来方定,wind and rain only stop in the evening,风雨,wind and rain,风雨晚来方定,Nature,real,FALSE,120.1,30.86,T
Northern Song,青门引・青门饮,张先,楼头画角风吹醒,the painted horn on the tower awakens me blown by wind,画角,painted horn (military instrument),楼头画角风吹醒,Instrument,real,FALSE,120.1,30.86,T
Northern Song,青门引・青门饮,张先,入夜重门静,"as night falls, the multiple doors are quiet",静,silence,入夜重门静,Environment,real,TRUE,120.1,30.86,T
Northern Song,浣溪沙,晏殊,一曲新词,a new song,新词,new song,一曲新词酒一杯,Human,real,FALSE,115.65,34.43,T
Northern Song,浣溪沙,晏殊,歌席,singing banquet,歌,singing,酒筵歌席莫辞频,Human,real,FALSE,115.65,34.43,T
Northern Song,浣溪沙,晏殊,莫辞频,do not decline frequently,辞,decline (speech),酒筵歌席莫辞频,Human,real,TRUE,115.65,34.43,T
Northern Song,浣溪沙,晏殊,落花风雨,falling flowers and wind and rain,风雨,wind and rain,落花风雨更伤春,Nature,real,FALSE,115.65,34.43,T
Northern Song,木兰花・玉楼春,晏殊,闻琴,hear the zither,琴,zither,闻琴解佩神仙侣,Instrument,memory,FALSE,114.31,34.79,T
Northern Song,木兰花・玉楼春,晏殊,歌韵响铮琮,singing rhyme resounds like jingling jade,歌韵,singing rhyme,重头歌韵响铮琮,Human,memory,FALSE,114.31,34.79,T
Northern Song,踏莎行,晏殊,离歌,farewell song,离歌,farewell song,祖席离歌，长亭别宴。,Human,real,FALSE,,,
Northern Song,踏莎行,晏殊,马映林嘶,horse neighs through the forest,马,horse,居人匹马映林嘶，行人去棹依波转。,Animal,real,FALSE,,,
Northern Song,玉楼春,晏殊,五更钟,bell at the fifth watch,钟,bell,楼头残梦五更钟,Environment,real,FALSE,114.31,34.79,F
Northern Song,玉楼春,晏殊,三月雨,rain in the third month,雨,rain,花底离情三月雨,Nature,real,FALSE,114.31,34.79,F
Northern Song,诉衷情,欧阳修,拟歌先敛,about to sing but first restrains,歌,singing,拟歌先敛，欲笑还颦，最断人肠。,Human,imagination,FALSE,111.31,30.77,T
Northern Song,玉楼春,欧阳修,歌韵响铮鏦,singing rhythm resounds with clanging,歌韵,singing rhythm,从头歌韵响铮鏦,Human,memory,FALSE,114.140711,33.7601275,T
Northern Song,玉楼春,欧阳修,闻琴,hear the zither,琴,zither,闻琴解神仙侣,Instrument,memory,FALSE,114.140711,33.7601275,T
Northern Song,玉楼春,欧阳修,风竹敲秋韵,wind and bamboo strike autumn rhythm,风竹,wind and bamboo,夜深风竹敲秋韵,Nature,real,FALSE,114.140711,33.7601275,T
Northern Song,玉楼春,欧阳修,万叶千声,"ten thousand leaves, a thousand sounds",叶,leaves,万叶千声皆是恨,Nature,real,FALSE,114.140711,33.7601275,T
Southern Song,风入松,俞国宝,骄嘶,proudly neigh,玉骢,jade-white horse,玉骢惯识西湖路，骄嘶过、沽酒垆前。,Animal,real,FALSE,120.14,30.26,T
Southern Song,风入松,俞国宝,箫鼓,flute and drum,箫鼓,flute and drum,红杏香中箫鼓，绿杨影里秋千。,Instrument,real,FALSE,120.14,30.26,T
Southern Song,绮罗香,史达祖,翦灯深夜语,"trimming the lamp, talking deep into the night",语,speech,记当日、门掩梨花，翦灯深夜语。,Human,memory,FALSE,120.16,30.29,F
Southern Song,双双燕,史达祖,软语,soft speech,燕,swallows,又软语、商量不定,Animal,real,FALSE,120.16,30.29,F
Southern Song,喜迁莺,史达祖,忍听东风笛,bear to hear the east wind flute,笛,flute,老了杜郎，忍听东风笛,Instrument,memory,FALSE,120.16,30.29,T
Southern Song,三姝媚,史达祖,凤弦常下,phoenix strings often lowered,凤弦,phoenix strings (zither strings),锦瑟横床，想泪痕尘影，凤弦常下。,Instrument,memory,FALSE,120.16,30.29,F
Southern Song,夜合花,史达祖,歌边,by the singing,歌,singing,曾在歌边惹恨,Human,memory,FALSE,120.16,30.29,F
Southern Song,八归,史达祖,歌眉舒绿,singing eyebrows relax green,歌,song,赖有歌眉舒绿,Human,real,FALSE,115.89,38.88,T
Southern Song,玉胡蝶・玉蝴蝶,史达祖,犹抱凉蝉,still holding the cool cicada,凉蝉,cool cicada,可怜闲叶，犹抱凉蝉,Animal,real,FALSE,114.26,30.59,T
Southern Song,玉胡蝶・玉蝴蝶,史达祖,吟思又接愁边,chanting thoughts connect to sorrow's edge,吟思,chanting thoughts,短景归秋，吟思又接愁边,Human,real,FALSE,114.26,30.59,T
Southern Song,玉胡蝶・玉蝴蝶,史达祖,漏初长,the water clock begins to lengthen,漏,water clock,漏初长、梦魂难禁,Environment,real,FALSE,114.26,30.59,T
Southern Song,玉胡蝶・玉蝴蝶,史达祖,啼蛄搅夜,the crying mole cricket disturbs the night,啼蛄,crying mole cricket,无端。啼蛄搅夜,Animal,real,FALSE,114.26,30.59,T
Southern Song,玉胡蝶・玉蝴蝶,史达祖,一笛当楼,a flute facing the tower,笛,flute,一笛当楼，谢娘悬泪立风前,Instrument,real,FALSE,114.26,30.59,T
Southern Song,秋霁,史达祖,夜闻秋声,hear the sound of autumn at night,秋声,sound of autumn,夜闻秋声，吹动岑寂,Nature,real,FALSE,114.26,30.59,T
Southern Song,秋霁,史达祖,露蛩悲,dew crickets mourn,蛩,cricket,露蛩悲、清灯冷屋,Animal,real,FALSE,114.26,30.59,T
Southern Song,宴清都,卢祖皋,雁阔云音,"wild geese distant, cloud sounds",雁,wild geese,新来雁阔云音，鸾分槛影，无计重见,Animal,memory,TRUE,120.16,30.29,F
Southern Song,江城子,卢祖皋,无处觅箫声,nowhere to find the sound of the flute,箫声,flute sound,天阔云闲，无处觅箫声。,Instrument,real,TRUE,120.16,30.29,T
Southern Song,小重山,章良能,碎鸣禽,fragmented chirping of birds,禽,birds,雨馀风软碎鸣禽,Animal,real,FALSE,120.16,30.29,F
Southern Song,满庭芳,张,静听寒声断续,quietly listening to the cold sound intermittently,寒声,cold sound (insect chirping),静听寒声断续,Animal,real,FALSE,116.767473,28.6925065,T
Southern Song,满庭芳,张,微韵转、凄咽悲沈,"subtle tones turning, sobbing and sinking in sorrow",微韵,subtle tones (insect chirping),微韵转、凄咽悲沈,Animal,real,FALSE,116.767473,28.6925065,T
Southern Song,满庭芳,张,敛步随音,treading lightly following the sound,音,sound (insect chirping),敛步随音,Animal,memory,FALSE,116.767473,28.6925065,T
Southern Song,满庭芳,张,凉夜伴孤吟,on a cool night accompanying lonely chanting,孤吟,lonely chanting,凉夜伴孤吟,Human,real,FALSE,116.767473,28.6925065,T
Southern Song,浣溪沙,吴文英,无语,without words,燕,swallow,夕阳无语燕归愁,Animal,real,TRUE,120.586673,30.036519,T
Southern Song,浣溪沙,吴文英,无声,without sound,落絮,falling willow catkins,落絮无声春堕泪,Nature,real,TRUE,120.586673,30.036519,T
Southern Song,点绛唇,吴文英,笙歌,reed pipe songs,笙歌,reed pipe music and singing,春梦笙歌里,Instrument,dream,FALSE,120.16,30.23,T
Southern Song,祝英台近,吴文英,莺声,oriole's song,莺,oriole,有情花影阑干，莺声门径，解留我、霎时凝伫。,Animal,real,FALSE,119.97,30.53,T
Southern Song,祝英台近,吴文英,笑声转,laughter turns,人,people,有人添烛西窗，不眠侵晓，笑声转、新年莺语。,Human,real,FALSE,119.97,30.53,T
Southern Song,祝英台近,吴文英,新年莺语,New Year's oriole song,莺,oriole,有人添烛西窗，不眠侵晓，笑声转、新年莺语。,Animal,real,FALSE,119.97,30.53,T
Northern and Southern Song Transition,烛影摇红,廖世美,波声带雨,wave sound carrying rain,波,waves,晚霁波声带雨,Nature,real,FALSE,113.69,31.26,T
Northern and Southern Song Transition,凤凰台上忆吹箫,李清照,欲说还休,want to speak but stop,人（词人）,person (poet),多少事、欲说还休,Human,real,TRUE,118.440962,36.778223,T
Northern and Southern Song Transition,凤凰台上忆吹箫,李清照,千万遍阳关,thousands of times the Yang Pass song,阳关（曲）,Yang Pass (song),明朝，这回去也，千万遍阳关，也即难留,Human,imagination,FALSE,118.440962,36.778223,T
